"Product_Code","Ref","Description","ItemRange","Width","Height","ItemSalesPrice_excl","ItemColour","LabourSiteFit","LabourFactory","IsTemplate"
"C7192-W 01","C7192","30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","2460","1230","R8,106.83","WHITE","R791.68","R1,108.36","FALSE"
"C7192-W 04","C7192","30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","2460","1230","R6,868.54","WHITE","R670.76","R939.06","FALSE"
"C7211-W 08","C7211","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","500","900","R1,681.42","SPECIAL C1|LL230P-MATT STONE GREY","R184.33","R258.06","FALSE"
"C7255-W 08","C7255","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","500","900","R1,462.50","WHITE","R152.34","R213.28","FALSE"
"C7283-W 01 & 02","C7283","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1460","1200","R2,917.82","SILVER","R0.00","R540.34","FALSE"
"C7283-W 06","C7283","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","500","500","R1,593.74","SILVER","R0.00","R149.96","FALSE"
"C7283-W 07","C7283","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","450","600","R1,593.74","SILVER","R0.00","R155.51","FALSE"
"C7291-W01","C7291","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","600","900","R1,691.17","CHARCOAL","R177.14","R248.00","FALSE"
"C7291-W02","C7291","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","900","R3,409.84","CHARCOAL","R360.34","R504.48","FALSE"
"C7291-W03","C7291","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R3,365.78","CHARCOAL","R347.42","R486.38","FALSE"
"C7291-W03A","C7291","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R4,063.29","CHARCOAL","R431.68","R604.35","FALSE"
"C7313-W 01","C7313","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","2200","1500","R7,757.69","SPECIAL C1|LL230P-MATT STONE GREY","R808.09","R1,131.33","FALSE"
"C7313-W 02","C7313","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1500","R4,960.47","SPECIAL C1|LL230P-MATT STONE GREY","R516.72","R723.40","FALSE"
"C7313-W 04 & 09","C7313","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","600","1200","R2,085.41","SPECIAL C1|LL230P-MATT STONE GREY","R217.23","R304.12","FALSE"
"C7313-W 07 - 08 & 12 - 13","C7313","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1800","1200","R4,940.95","SPECIAL C1|LL230P-MATT STONE GREY","R514.68","R720.56","FALSE"
"C7313-W 15","C7313","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","2950","1200","R5,084.85","SPECIAL C1|LL230P-MATT STONE GREY","R529.67","R741.54","FALSE"
"C7313-W 21","C7313","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1500","R4,689.87","SPECIAL C1|LL230P-MATT STONE GREY","R488.53","R683.94","FALSE"
"C7343-W 01","C7343","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1800","1500","R5,187.93","CHARCOAL","R579.01","R810.61","FALSE"
"C7398-Stoep B B & D","C7398","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","640","1550","R2,113.82","WHITE","R242.86","R340.00","FALSE"
"C7398-Stoep B C","C7398","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1480","1550","R5,080.14","WHITE","R583.66","R817.12","FALSE"
"C7426-W01","C7426","New Hole -30.5mm casement[Cas30.5] top hung as side hung sashes exceed Limitations - Colonial Bar Split top to bottom","New Hole - E-Leg OuterFrame-SIDE HUNG","1500","1000","R3,064.21","BRONZE","R368.26","R515.57","FALSE"
"C7430-W 11","C7430","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1200","R2,321.03","WHITE","R259.04","R362.66","FALSE"
"C7430-W 12","C7430","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","2000","1200","R3,402.94","WHITE","R379.79","R531.71","FALSE"
"C7437-W 01","C7437","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","2200","1170","R3,330.68","BRONZE","R0.00","R616.79","FALSE"
"C7443-W01","C7443","Alu B/Bars","New Hole - E-Leg OuterFrame-SIDE HUNG","1975","1230","R6,020.01","WHITE","R627.08","R877.92","FALSE"
"C7476-W 01","C7476","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1500","1200","R5,023.80","CHARCOAL","R490.61","R686.85","FALSE"
"C7476-W 03","C7476","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","400","1400","R2,197.37","CHARCOAL","R214.59","R300.42","FALSE"
"C7476-W 04","C7476","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","600","900","R1,932.74","CHARCOAL","R188.74","R264.24","FALSE"
"C7490-W 02","C7490","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","580","1200","R1,962.93","SILVER","R219.08","R306.71","FALSE"
"C7490-W 04","C7490","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","2246","1235","R5,480.79","SILVER","R640.68","R896.96","FALSE"
"C7490-W 06","C7490","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","2235","1224","R5,430.77","SILVER","R634.84","R888.77","FALSE"
"C7505-WF-1","C7505","","New Hole - E-Leg OuterFrame-SIDE HUNG","600","1250","R2,491.75","BLACK|MATT BLACK","R259.56","R363.38","FALSE"
"C7540-BEDROOM","C7540","Ex Steel -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1970","1220","R5,615.14","CHARCOAL","R518.23","R725.52","FALSE"
"C7568-W 01 & 02","C7568","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1200","R3,392.11","CHARCOAL","R378.58","R530.02","FALSE"
"C7568-W 03 & 05","C7568","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1500","R4,144.19","CHARCOAL","R462.52","R647.53","FALSE"
"C7568-W 04","C7568","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","900","R2,780.63","CHARCOAL","R310.34","R434.47","FALSE"
"C7568-W 06","C7568","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","900","R2,514.49","CHARCOAL","R280.64","R392.89","FALSE"
"C7568-W 08","C7568","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","1500","R3,613.93","CHARCOAL","R403.34","R564.68","FALSE"
"C7568-W 17","C7568","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","850","R2,682.91","CHARCOAL","R299.43","R419.20","FALSE"
"C7568-W 20","C7568","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1200","R3,606.03","CHARCOAL","R402.46","R563.44","FALSE"
"C7599-D01W","C7599","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","440","900","R1,204.10","CHARCOAL","R134.39","R188.14","FALSE"
"C7599-W01","C7599","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","600","900","R1,587.19","CHARCOAL","R177.14","R248.00","FALSE"
"C7599-W01 GARAGE","C7599","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","600","900","R1,340.14","CHARCOAL","R149.57","R209.40","FALSE"
"C7599-W03 BATHROOM","C7599","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R3,112.85","CHARCOAL","R347.42","R486.38","FALSE"
"C7604-W02","C7604","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","900","R2,333.67","CHARCOAL","R260.45","R364.64","FALSE"
"C7604-W03","C7604","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R2,586.76","CHARCOAL","R288.70","R404.18","FALSE"
"C7604-W03 BATHROOM","C7604","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R3,303.01","CHARCOAL","R368.64","R516.10","FALSE"
"C7604-W05","C7604","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","1800","R1,915.46","CHARCOAL","R213.78","R299.29","FALSE"
"C7604-W06","C7604","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1800","R4,413.64","CHARCOAL","R492.59","R689.63","FALSE"
"C7606-W01","C7606","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","590","890","R1,332.51","CHARCOAL","R148.72","R208.20","FALSE"
"C7606-W03 BATHROOM","C7606","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R3,303.01","CHARCOAL","R368.64","R516.10","FALSE"
"C7606-W05","C7606","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1800","R4,855.38","CHARCOAL","R541.90","R758.65","FALSE"
"C7733-W 01","C7733","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","480","1200","R1,912.31","CHARCOAL","R199.20","R278.88","FALSE"
"C7733-W 02","C7733","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","480","1200","R1,912.31","CHARCOAL","R199.20","R278.88","FALSE"
"C7733-W 03","C7733","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","500","870","R1,329.88","CHARCOAL","R138.53","R193.94","FALSE"
"C7733-W 04","C7733","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","500","870","R1,329.88","CHARCOAL","R138.53","R193.94","FALSE"
"C7733-W 05","C7733","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","460","860","R1,285.92","CHARCOAL","R133.95","R187.53","FALSE"
"C7869-V22","C7869","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","900","1190","R3,148.22","CHARCOAL","R351.36","R491.91","FALSE"
"C7896-W 05","C7896","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1200","R3,410.69","WHITE","R380.66","R532.92","FALSE"
"C7940-W 01,02","C7940","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R4,248.70","SPECIAL C3|VP 38-0823 MAHOGANY BROWN MATT","R414.91","R580.88","FALSE"
"C7940-W 04.","C7940","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1100","R4,248.70","SPECIAL C3|VP 38-0823 MAHOGANY BROWN MATT","R471.97","R660.76","FALSE"
"C7952-TYPE AJ W","C7952","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1000","1200","R3,362.93","CHARCOAL","R375.33","R525.46","FALSE"
"C7952-TYPE AN W","C7952","New Hole -30.5mm casement - MAXIMUM WIDTH OF A SIDE HUNG IS 600MM","New Hole - E-Leg OuterFrame-SIDE HUNG","1300","1300","R4,183.19","CHARCOAL|NA","R466.87","R653.62","FALSE"
"C7952-TYPE AX W","C7952","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1390","1370","R3,576.71","CHARCOAL","R399.19","R558.86","FALSE"
"C7952-TYPE AY W","C7952","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1160","1200","R3,275.87","CHARCOAL|NA","R365.61","R511.85","FALSE"
"C7952-TYPE AZ","C7952","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1130","1300","R3,744.71","CHARCOAL","R417.94","R585.11","FALSE"
"C7952-TYPE BH W","C7952","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","930","1185","R2,928.53","CHARCOAL","R326.84","R457.58","FALSE"
"C7952-TYPE BI W","C7952","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","930","875","R2,396.74","CHARCOAL","R267.49","R374.49","FALSE"
"C8007-W 01","C8007","New Hole -30.5mm casement - Maximum height side hung is 1200mm[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","930","1655","R3,907.28","WHITE","R436.08","R610.51","FALSE"
"C8007-W 02","C8007","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","815","890","R2,564.91","WHITE","R286.26","R400.77","FALSE"
"C8030-W 03","C8030","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","600","R2,750.72","SPECIAL C2|ANP37035 LIGHT GREY","R407.12","R569.97","FALSE"
"C8044-W 04","C8044","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1200","R3,478.35","WHITE","R388.21","R543.49","FALSE"
"C8046-W 10","C8046","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1100","R2,934.06","WHITE","R305.63","R427.88","FALSE"
"C8066-W 03","C8066","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R3,273.59","WHITE","R365.36","R511.50","FALSE"
"C8103-W 02","C8103","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1100","1500","R4,130.42","SILVER","R430.25","R602.35","FALSE"
"C8103-W 09","C8103","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","470","1100","R1,531.39","SILVER","R159.52","R223.33","FALSE"
"C8130-W 10","C8130","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1100","R2,934.06","WHITE","R305.63","R427.88","FALSE"
"C8143-W01","C8143","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","600","900","R1,395.02","CHARCOAL","R199.41","R279.17","FALSE"
"C8143-W02","C8143","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R3,208.13","CHARCOAL","R372.32","R521.25","FALSE"
"C8143-W04","C8143","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1800","R4,527.92","CHARCOAL","R505.56","R707.79","FALSE"
"C8225-W 01","C8225","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1500","1500","R4,028.57","CHARCOAL","R449.62","R629.46","FALSE"
"C8225-W 02","C8225","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","2100","1500","R5,709.09","CHARCOAL","R693.26","R970.56","FALSE"
"C8225-W 03","C8225","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1500","1200","R3,145.91","CHARCOAL","R351.11","R491.55","FALSE"
"C8225-W 04","C8225","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1800","1500","R4,451.83","CHARCOAL","R496.86","R695.60","FALSE"
"C8225-W 08","C8225","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1500","1200","R3,145.91","CHARCOAL","R351.11","R491.55","FALSE"
"C8225-W 09","C8225","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1200","R2,784.17","CHARCOAL","R310.73","R435.03","FALSE"
"C8225-W 10","C8225","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1200","R3,360.96","CHARCOAL","R375.11","R525.15","FALSE"
"C8225-W 11","C8225","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1800","1800","R5,236.18","CHARCOAL","R584.39","R818.15","FALSE"
"C8225-W 12","C8225","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1600","1200","R4,157.66","CHARCOAL","R493.04","R690.25","FALSE"
"C8225-W 13","C8225","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","2400","1200","R4,886.17","CHARCOAL","R605.04","R847.05","FALSE"
"C8225-W 14","C8225","[Shop]","New Hole - E-Leg OuterFrame-SIDE HUNG","2710","2100","R13,088.10","CHARCOAL","R1,363.34","R1,908.68","FALSE"
"C8227-W 01","C8227","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1530","R6,588.65","BLACK|MATT BLACK","R686.32","R960.84","FALSE"
"C8227-W 02 & 03","C8227","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","900","900","R2,857.31","BLACK|MATT BLACK","R297.64","R416.69","FALSE"
"C8227-W 05 & 06","C8227","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","1550","R5,573.52","BLACK|MATT BLACK","R580.57","R812.80","FALSE"
"C8227-W 09","C8227","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","1550","R5,573.52","BLACK|MATT BLACK","R580.57","R812.80","FALSE"
"C8227-W 14 & 15","C8227","New Hole -30.5mm casement - 1x Left & 1x Right[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","1550","R4,846.98","BLACK|MATT BLACK","R504.89","R706.85","FALSE"
"C8227-W 16","C8227","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","567","1530","R3,165.23","BLACK|MATT BLACK","R329.71","R461.60","FALSE"
"C8328-W 04","C8328","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1450","1200","R3,385.03","WHITE","R377.79","R528.91","FALSE"
"C8403-W 04 & 05","C8403","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","3330","1500","R12,002.42","WHITE","R1,339.56","R1,875.38","FALSE"
"C8403-W 08","C8403","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","3970","1500","R13,394.58","WHITE","R1,494.93","R2,092.90","FALSE"
"C8455-W01","C8455","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","600","900","R1,402.78","CHARCOAL","R156.56","R219.19","FALSE"
"C8455-W01 UPSTAIRS","C8455","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","600","900","R1,716.63","CHARCOAL","R191.59","R268.22","FALSE"
"C8455-W02","C8455","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","900","R2,403.67","CHARCOAL","R268.27","R375.57","FALSE"
"C8455-W03 CLOAK ROOM","C8455","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R3,336.00","CHARCOAL","R372.32","R521.25","FALSE"
"C8455-W03 UPSTAIRS","C8455","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R2,675.26","CHARCOAL","R298.58","R418.01","FALSE"
"C8455-W03B","C8455","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1220","900","R2,692.14","CHARCOAL","R300.46","R420.65","FALSE"
"C8455-W05","C8455","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1220","1800","R2,591.59","CHARCOAL","R289.24","R404.94","FALSE"
"C8455-W05 UPSTAIRS","C8455","New Hole -30.5mm casement[Cas 30.5][Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1800","R4,504.39","CHARCOAL","R502.72","R703.81","FALSE"
"C8490-MAIN BED","C8490","Ex Steel -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1950","1500","R7,932.69","WHITE","R698.81","R978.33","FALSE"
"C8496-BED 1","C8496","Ex Steel -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1950","1200","R4,886.30","WHITE","R545.35","R763.48","FALSE"
"C8496-KITCHEN W1","C8496","Ex Steel -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1950","1485","R5,064.35","WHITE","R565.22","R791.30","FALSE"
"C8496-KITCHEN W2","C8496","Ex Steel-30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","2435","900","R4,070.10","WHITE","R454.25","R635.95","FALSE"
"C8496-LOUNGE W2","C8496","Ex Steel -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","2435","1485","R5,708.63","WHITE","R637.12","R891.97","FALSE"
"C8496-MAIN BED","C8496","Ex Steel -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","2430","1200","R5,674.18","WHITE","R633.28","R886.59","FALSE"
"C8512-BEDROOM","C8512","Ex Steel -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1975","1520","R4,754.04","SILVER","R633.19","R886.47","FALSE"
"C8512-KITCHEN","C8512","Ex Steel -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1490","925","R3,649.59","SILVER","R434.90","R608.86","FALSE"
"C8515-W01","C8515","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1700","800","R2,420.92","WHITE","R270.19","R378.27","FALSE"
"C8515-W02","C8515","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1550","1700","R2,420.92","WHITE","R270.19","R378.27","FALSE"
"C8538-W 01","C8538","New Hole -30.5mm casement - Can not make side hung openers 1700 high[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1550","1700","R4,746.95","BLACK|MATT BLACK","R0.00","R879.07","FALSE"
"C8543-W 02","C8543","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1190","1200","R3,335.09","WHITE","R347.41","R486.37","FALSE"
"C8555-W 01,03 & 07","C8555","New Hole -30.5mm casement - Maximum height for a side hung is 1200mm[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1500","1650","R5,894.18","BLACK|MATT BLACK","R657.83","R920.97","FALSE"
"C8555-W 02 & 04","C8555","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","1500","1200","R3,994.40","BLACK|MATT BLACK","R445.80","R624.12","FALSE"
"C8555-W 05","C8555","New Hole -30.5mm casement","New Hole - E-Leg OuterFrame-SIDE HUNG","600","900","R1,569.98","BLACK|MATT BLACK","R175.22","R245.31","FALSE"
"C8555-W 06","C8555","New Hole -30.5mm casement - We are going over spec here as we do not recommend a small fix - We would rather recommend the height being reduced to 1200mm","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","1350","R3,146.08","BLACK|MATT BLACK","R408.03","R571.24","FALSE"
"C8590-ITEM 4","C8590","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1100","900","R2,121.76","BRONZE","R0.00","R392.92","FALSE"
"C8612-W01 TOILET","C8612","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","600","900","R1,782.43","CHARCOAL","R198.93","R278.50","FALSE"
"C8612-W02 KITCHEN","C8612","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","900","900","R2,297.26","CHARCOAL","R256.39","R358.95","FALSE"
"C8612-W03 KITCHEN","C8612","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1220","900","R2,586.91","CHARCOAL","R288.72","R404.20","FALSE"
"C8612-W03A BATH","C8612","New Hole -30.5mm casement[Cas30.5]","New Hole - E-Leg OuterFrame-SIDE HUNG","1200","900","R3,460.52","CHARCOAL","R386.22","R540.71","FALSE"
