"Product_Code","Ref","Description","ItemRange","Width","Height","ItemSalesPrice_excl","ItemColour","LabourSiteFit","LabourFactory","IsTemplate"
"C9052-D 01","C9052","SINGLE STABLE DOOR -OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","900","2080","R7,309.49","SPECIAL C3","R713.82","R999.34","FALSE"
"C9081-D01","C9081","SINGLE STABLE DOOR -OPEN IN-60mm STILES","Shopfront-Stable+Slatted+Pivot","950","2090","R8,064.02","WHITE","R840.00","R1,176.00","FALSE"
"C9085-Front Door","C9085","PIVOT DOOR-OPEN IN-90mm STILES","Shopfront-Stable+Slatted+Pivot","1235","2015","R9,452.60","CHARCOAL","R895.13","R1,253.19","FALSE"
"C9106-Kitchen D","C9106","60mm Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","910","2110","R8,756.81","WHITE","R912.17","R1,277.04","FALSE"
"C9107-Kitchen D","C9107","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","910","2110","R8,590.12","WHITE","R894.80","R1,252.73","FALSE"
"C9112-Kitchen DW","C9112","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[Cas30.5]","Shopfront-Stable+Slatted+Pivot","2060","2090","R11,491.96","CHARCOAL","R1,197.08","R1,675.91","FALSE"
"C9113-Kitchen DW","C9113","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[Cas30.5]","Shopfront-Stable+Slatted+Pivot","2060","2090","R15,453.08","CHARCOAL","R1,609.70","R2,253.57","FALSE"
"C9114-Kitchen DW","C9114","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[Cas30.5]","Shopfront-Stable+Slatted+Pivot","2060","2090","R15,408.58","CHARCOAL","R1,605.06","R2,247.08","FALSE"
"C9118-Kitchen DW","C9118","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[Cas30.5]","Shopfront-Stable+Slatted+Pivot","2060","2090","R11,491.96","CHARCOAL","R1,197.08","R1,675.91","FALSE"
"C9127-FRONT DOOR","C9127","HINGED DOOR-CUSTOM[SLATS for S/F   +Frame] STANDARD SS HANDLE","Shopfront-Stable+Slatted+Pivot","890","2090","R7,909.79","WHITE","R823.94","R1,153.51","FALSE"
"C9131-D01","C9131","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","910","2110","R8,308.62","BRONZE","R866.38","R1,212.93","FALSE"
"C9131-KITCHEN DOOR","C9131","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","900","2100","R8,233.59","BRONZE","R858.57","R1,201.99","FALSE"
"C9149-Entrance D","C9149","PIVOT DOOR-OPEN IN-90mm STILES - Full Slats - USING CLIENT'S OWN HANDLE","Shopfront-Stable+Slatted+Pivot","1270","2090","R11,581.42","WHITE","R1,206.40","R1,688.96","FALSE"
"C9153-D 03 & 04","C9153","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","929","2400","R13,050.92","SPECIAL C3|RL 6019-GREEN PASTEL SM","R1,132.89","R1,586.05","FALSE"
"C9153-D 15","C9153","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","1100","2080","R13,017.56","SPECIAL C3|RL 6019-GREEN PASTEL SM","R1,130.00","R1,582.00","FALSE"
"C9165-Front Door","C9165","60mm Stable Door - Open Out .. Std SS Handle - Colonial Bars Split Top ( 2x2 Panes )","Shopfront-Stable+Slatted+Pivot","905","2080","R9,299.37","WHITE","R909.09","R1,272.72","FALSE"
"C9165-Scullery","C9165","60mm Stable Door - Open In .. Colonial Bars Split Top ( 2x2 Panes )","Shopfront-Stable+Slatted+Pivot","865","2080","R9,087.46","WHITE","R886.00","R1,240.41","FALSE"
"C9175-D Type A-D","C9175","PIVOT DOOR-OPEN OUT-90mm STILES WITH EMERGENCY PUSH BAR","Shopfront-Stable+Slatted+Pivot","1370","2210","R21,743.73","CHARCOAL","R2,265.87","R3,172.22","FALSE"
"C9183-STABLE DOOR","C9183","60MM Stable Door -Open Out","Shopfront-Stable+Slatted+Pivot","900","2080","R9,537.61","WHITE","R863.96","R1,209.55","FALSE"
"C9184-Entrance D","C9184","PIVOT DOOR-OPEN IN-90mm STILES - USE EXISTING HANDLE","Shopfront-Stable+Slatted+Pivot","1270","2090","R16,601.26","SPECIAL C3|TIMBER FRAMES","R1,525.85","R2,136.19","FALSE"
"C9212-D 01 Kitchen","C9212","60mm Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","905","2125","R7,932.28","CHARCOAL","R826.28","R1,156.79","FALSE"
"C9245-Kitchen D","C9245","60mm Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","895","2095","R7,829.96","BLACK","R815.62","R1,141.87","FALSE"
"C9256-D 02","C9256","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","900","2100","R7,767.32","WHITE","R809.10","R1,132.73","FALSE"
"C9259-D 02","C9259","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","900","2100","R8,486.07","CHARCOAL","R1,264.49","R1,341.13","FALSE"
"C9281-Kitchen D","C9281","60MM Stable Door - Open In .. Drainage Holes","Shopfront-Stable+Slatted+Pivot","900","2110","R8,974.10","CHARCOAL","R934.80","R1,308.72","FALSE"
"C9286-PANTRY D","C9286","60MM Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","870","2080","R7,703.34","CHARCOAL","R803.35","R1,124.68","FALSE"
"C9304-D01.","C9304","HINGED DOOR-CUSTOM[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","900","2090","R8,706.45","CHARCOAL","R906.92","R1,269.69","FALSE"
"C9311-Pantry D","C9311","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","870","2080","R7,594.80","CHARCOAL","R791.12","R1,107.57","FALSE"
"C9315-Kitchen Door","C9315","SINGLE STABLE DOOR -OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","860","2110","R7,347.08","WHITE","R817.65","R1,144.71","FALSE"
"C9322-Front Door","C9322","SINGLE STABLE DOOR -OPEN IN-60mm STILES","Shopfront-Stable+Slatted+Pivot","890","2080","R6,570.19","WHITE","R829.64","R1,161.50","FALSE"
"C9335-DE-0.02","C9335","PIVOT DOOR-OPEN OUT-90mm STILES","Shopfront-Stable+Slatted+Pivot","1080","1860","R8,569.59","WHITE","R0.00","R1,481.16","FALSE"
"C9335-DE-0.02 Opt 2","C9335","PIVOT DOOR-OPEN OUT-90mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","1080","1860","R8,569.59","WHITE","R0.00","R1,784.06","FALSE"
"C9340-Front Door","C9340","SINGLE STABLE DOOR -OPEN IN-60mm STILES","Shopfront-Stable+Slatted+Pivot","890","2080","R8,834.56","WHITE","R813.92","R1,139.49","FALSE"
"C9357-STABLE DOOR","C9357","60MM Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","875","2070","R8,679.29","BRONZE","R847.59","R1,186.62","FALSE"
"C9383-D 01","C9383","PIVOT DOOR-OPEN OUT-90mm STILES - 90MM PIVOT DOOR - OPEN IN .. PEEPHOLE IN DOORSTILE ON SIDE (NOT IN MIDDLE), T-MITRE 600","Shopfront-Stable+Slatted+Pivot","1190","2095","R14,896.21","BRONZE","R1,505.86","R2,108.21","FALSE"
"C9405-D 01","C9405","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILE","Shopfront-Stable+Slatted+Pivot","920","2100","R11,382.69","WHITE","R818.62","R1,146.07","FALSE"
"C9419-Front Door","C9419","SINGLE STABLE DOOR -OPEN IN-60mm STILES","Shopfront-Stable+Slatted+Pivot","890","2080","R11,316.15","WHITE","R1,042.55","R1,459.57","FALSE"
"C9441-D01","C9441","60MM Stable Door - Open In","Shopfront-Stable+Slatted+Pivot","890","2100","R8,576.68","WHITE","R837.57","R1,172.59","FALSE"
"C9453-Opt 2","C9453","60mm Stable Door - Open  Out","Shopfront-Stable+Slatted+Pivot","910","2090","R19,463.89","BRONZE","R1,513.48","R2,118.88","FALSE"
"C9456-FRONT DOOR","C9456","60MM Stable Door - Open In .. Drainage Holes","Shopfront-Stable+Slatted+Pivot","895","2105","R9,097.82","BRONZE","R947.69","R1,326.77","FALSE"
"C9464-D 01","C9464","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","860","2115","R8,118.15","BLACK","R792.79","R1,109.90","FALSE"
"C9486-SCULLERY DA","C9486","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","860","2085","R6,381.26","WHITE","R892.81","R1,249.94","FALSE"
"C9490-D01 OPT 1","C9490","SINGLE STABLE DOOR -OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","890","2090","R6,837.07","BLACK","R712.19","R997.07","FALSE"
"C9490-D01 OPT 2","C9490","SINGLE STABLE DOOR -OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","890","2090","R7,165.25","BLACK","R746.38","R1,044.93","FALSE"
"C9502-DOOR 1","C9502","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame][Cas30.5]","Shopfront-Stable+Slatted+Pivot","890","2090","R6,381.26","WHITE","R783.04","R1,096.26","FALSE"
"C9503-D01","C9503","60mm Stable Door Open In","Shopfront-Stable+Slatted+Pivot","890","2125","R8,537.81","WHITE","R889.35","R1,245.10","FALSE"
"C9529-D 01","C9529","SINGLE STABLE DOOR -OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","885","2090","R10,027.48","CHARCOAL","R888.28","R1,243.59","FALSE"
"C9549-D01","C9549","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","900","2100","R6,553.67","CHARCOAL","R0.00","R1,132.73","FALSE"
"C9592-DOOR 01","C9592","STABLE DOOR 60MM OUT-SLATS BOTTOM[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","900","2100","R9,619.67","WHITE","R884.16","R1,237.83","FALSE"
"C9592-DOOR 03","C9592","HINGED DOOR-CUSTOM","Shopfront-Stable+Slatted+Pivot","890","2090","R9,330.08","WHITE","R857.54","R1,200.56","FALSE"
"C9601-D02 MAIN ENTRANCE","C9601","HINGED DOOR-CUSTOM Sheeting inserts","Shopfront-Stable+Slatted+Pivot","900","2100","R12,675.91","SPECIAL C3|VP 5107 - COBALT BLUE","R1,112.07","R1,556.90","FALSE"
"C9601-D08 GARDEN STORE","C9601","HINGED DOOR-CUSTOM[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","1100","2090","R9,696.31","CHARCOAL","R1,010.03","R1,414.05","FALSE"
"C9619-Kitchen D","C9619","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[Cas30.5]","Shopfront-Stable+Slatted+Pivot","1495","2120","R10,631.19","BRONZE","R1,106.23","R1,548.72","FALSE"
"C9621-Kitchen Opt 2","C9621","60mm Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","880","2085","R9,286.15","WHITE","R809.18","R1,132.86","FALSE"
"C9635-Back Door Opt 1","C9635","SINGLE STABLE DOOR -OPEN IN-60mm","Shopfront-Stable+Slatted+Pivot","900","2100","R8,743.94","WHITE","R870.31","R1,218.43","FALSE"
"C9635-Back Door Opt 2","C9635","SINGLE STABLE DOOR -OPEN IN-60mm","Shopfront-Stable+Slatted+Pivot","900","2100","R8,752.91","WHITE","R911.76","R1,276.47","FALSE"
"C9635-Front Door","C9635","SINGLE STABLE DOOR -OPEN IN-60mm","Shopfront-Stable+Slatted+Pivot","900","2100","R8,752.91","WHITE","R861.90","R1,206.66","FALSE"
"C9672-Kitchen D","C9672","60mm Stable Door - Open In .. Drainage Holes","Shopfront-Stable+Slatted+Pivot","905","2100","R7,917.03","BRONZE","R824.69","R1,154.57","FALSE"
"C9672-Laundry D","C9672","60mm Stable Door - Open Out .. Cat Flap","Shopfront-Stable+Slatted+Pivot","905","2100","R8,849.38","BRONZE","R821.62","R1,150.26","FALSE"
"C9686-D01","C9686","60MM Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","910","2080","R7,373.70","WHITE","R822.96","R1,152.14","FALSE"
"C9686-D02","C9686","60MM Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","890","2090","R7,302.66","WHITE","R815.03","R1,141.04","FALSE"
"C9689-Back Door","C9689","60mm Stable Door - Open Out .. Parliament Hinges","Shopfront-Stable+Slatted+Pivot","865","2075","R7,169.91","WHITE","R800.21","R1,120.30","FALSE"
"C9689-Front Door ","C9689","60mm Stable Door - Open In","Shopfront-Stable+Slatted+Pivot","875","2090","R11,273.17","WHITE","R1,258.17","R1,761.43","FALSE"
"C9700-Back Door","C9700","60mm Stable Door - Open In","Shopfront-Stable+Slatted+Pivot","860","2080","R12,547.29","BRONZE","R1,307.01","R1,829.81","FALSE"
"C9715-D01","C9715","PIVOT DOOR-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","1200","2090","R10,971.60","CHARCOAL","R1,142.88","R1,600.03","FALSE"
"C9719-D03","C9719","PIVOT DOOR-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","1200","2210","R11,237.36","BRONZE","R1,170.56","R1,638.78","FALSE"
"C9719-D13","C9719","PIVOT DOOR-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","1200","2125","R11,047.36","BRONZE","R1,150.77","R1,611.07","FALSE"
"C9719-D14","C9719","PIVOT DOOR-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","1200","2050","R10,885.03","BRONZE","R1,133.86","R1,587.40","FALSE"
"C9723-D01","C9723","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","890","2090","R8,208.07","BRONZE","R801.57","R1,122.20","FALSE"
"C9723-D02","C9723","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","890","2090","R9,330.66","BRONZE","R911.20","R1,275.68","FALSE"
"C9737-KITCHEN DOOR","C9737","SINGLE STABLE DOOR -OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","860","2070","R7,053.13","WHITE","R787.18","R1,102.05","FALSE"
"C9737-Laundry D","C9737","SINGLE STABLE DOOR -OPEN IN-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","895","2100","R7,283.06","WHITE","R812.84","R1,137.98","FALSE"
"C9762-D01 Kitchen","C9762","60mm Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","905","2120","R8,354.58","WHITE","R966.25","R1,352.75","FALSE"
"C9762-D01 Lounge","C9762","60mm Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","910","2120","R8,982.84","WHITE","R969.65","R1,357.51","FALSE"
"C9764-D01","C9764","PIVOT DOOR-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","1000","2030","R10,292.86","WHITE","R1,072.17","R1,501.04","FALSE"
"C9767-D 01 Bed","C9767","60mm Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","860","2080","R8,612.47","SILVER","R841.06","R1,177.49","FALSE"
"C9767-D 01 Kitchen","C9767","60mm Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","990","2110","R9,436.22","SILVER","R921.51","R1,290.11","FALSE"
"C9768-D 01","C9768","SINGLE STABLE DOOR -FULL SLATS-OPEN IN-60mm STILES - Dog flap (to fit on site day of installation)[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","900","2100","R10,587.18","WHITE","R942.75","R1,319.84","FALSE"
"C9782-D01","C9782","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","890","2090","R9,695.07","WHITE","R801.57","R1,122.20","FALSE"
"C9784-D02","C9784","60MM Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","840","2100","R6,745.72","CHARCOAL","R792.50","R1,109.49","FALSE"
"C9792-Main Entrance D","C9792","PIVOT DOOR-OPEN OUT-90mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","1200","2100","R13,670.82","CHARCOAL","R1,424.04","R1,993.66","FALSE"
"C9793-D 01","C9793","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","900","2100","R9,794.51","BRONZE","R811.93","R1,136.70","FALSE"
"C9794-D 03","C9794","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","910","2110","R6,630.79","CHARCOAL","R0.00","R1,146.06","FALSE"
"C9818-D 03","C9818","SINGLE STABLE DOOR -OPEN IN-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","900","2100","R8,319.25","WHITE","R812.43","R1,137.40","FALSE"
"C9819-Opt 1","C9819","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","1460","2060","R13,630.89","WHITE","R1,331.14","R1,863.60","FALSE"
"C9819-Opt 2","C9819","PIVOT DOOR-OPEN OUT-90mm STILES","Shopfront-Stable+Slatted+Pivot","1460","2060","R16,162.85","WHITE","R1,578.40","R2,209.77","FALSE"
"C9820-KITCHEN","C9820","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","890","2090","R9,695.07","BLACK","R801.57","R1,122.20","FALSE"
"C9823-D 03 Opt 2","C9823","PIVOT DOOR-OPEN OUT-90mm STILES","Shopfront-Stable+Slatted+Pivot","1200","2635","R14,217.46","SPECIAL C3|ITC 3121-DOVE GREY","R1,421.84","R1,990.58","FALSE"
"C9831-Kitchen D","C9831","60mm Stable Door - Open In .. Rain Drip Bead Only[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","890","2110","R8,124.26","WHITE","R822.16","R1,151.02","FALSE"
"C9833-Kitchen DW","C9833","SINGLE STABLE DOOR -OPEN IN-60mm STILES[SLATS for S/F   +Frame][Cas30.5][Cas38]","Shopfront-Stable+Slatted+Pivot","1500","2075","R12,883.14","BRONZE","R1,341.99","R1,878.79","FALSE"
"C9837-Kitchen D","C9837","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","895","2075","R7,186.54","BRONZE","R802.07","R1,122.90","FALSE"
"C9863-D01","C9863","PIVOT DOOR-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","1200","2090","R10,971.60","CHARCOAL","R1,142.88","R1,600.03","FALSE"
"C9871-DOOR OPT 3","C9871","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","890","2090","R9,695.07","WHITE","R801.57","R1,122.20","FALSE"
"C9874-D01","C9874","60MM Stable Door - Open Out .. Vertical Slats","Shopfront-Stable+Slatted+Pivot","890","2100","R10,146.75","BRONZE","R848.87","R1,188.41","FALSE"
"C9890-KITCHEN DOOR","C9890","60MM Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","895","2100","R96.13","BRONZE","R819.55","R1,147.37","FALSE"
"C9892-23","C9892","PIVOT DOOR-OPEN OUT-90mm STILES","Shopfront-Stable+Slatted+Pivot","1200","2090","R8,675.01","SILVER","R903.65","R1,265.11","FALSE"
"C9904-Kitchen D","C9904","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","895","2075","R8,824.21","BRONZE","R984.85","R1,378.78","FALSE"
"C9937-FRONT DOOR","C9937","SINGLE STABLE DOOR -OPEN IN-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","855","2100","R8,756.79","BRONZE","R912.17","R1,277.03","FALSE"
"D4-Kitchen D","D0004","60MM Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","860","2070","R7,521.51","WHITE","R839.45","R1,175.24","FALSE"
"D7-Kitchen D","D0007","SINGLE STABLE DOOR -OPEN IN-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","865","2090","R9,068.31","SPECIAL C1|LL230P-MATT STONE GREY","R944.62","R1,322.46","FALSE"
"D8-FRONT","D0008","60MM Stable Door - Open In","Shopfront-Stable+Slatted+Pivot","1080","2130","R11,235.57","BRONZE","R1,181.61","R1,584.85","FALSE"
"D1003-D 01","D1003","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","1910","2030","R10,336.44","CHARCOAL","R1,009.42","R1,413.19","FALSE"
"D1009-D01","D1009","60MM Gate - Open In","Shopfront-Stable+Slatted+Pivot","880","2095","R14,685.88","BRONZE","R1,214.20","R1,699.88","FALSE"
"D1031-D01 OPT 2","D1031","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","890","2090","R10,747.49","WHITE","R911.20","R1,275.68","FALSE"
"D1032-D 01 Opt 3","D1032","60MM Stable Door - Open Out .. Vertical Slats - Colonial Bars ( Happy Door Detail )","Shopfront-Stable+Slatted+Pivot","900","2090","R11,485.83","BRONZE","R933.34","R1,306.68","FALSE"
"D1051-Kitchen D","D1051","60MM Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","900","2090","R7,846.20","BRONZE","R817.31","R1,144.24","FALSE"
"D1064-Kitchen D","D1064","60mm  Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","900","2095","R8,449.23","WHITE","R880.13","R1,232.18","FALSE"
"D1097-Pantry DW","D1097","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame][Cas30.5]","Shopfront-Stable+Slatted+Pivot","1570","2080","R10,258.27","CHARCOAL","R1,067.00","R1,493.80","FALSE"
"D1121-D02","D1121","90mm Single Door - Open Out .. Vista Fold Cill - Strengthen With Corner Cleats & Use Special Wahes","Shopfront-Stable+Slatted+Pivot","1190","2090","R6,789.43","CHARCOAL","R777.18","R1,088.05","FALSE"
"D1144-D 03","D1144","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","900","2100","R8,756.46","CHARCOAL","R855.12","R1,197.17","FALSE"
"D1151-Kitchen D","D1151","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","895","2090","R7,726.62","CHARCOAL","R804.86","R1,126.80","FALSE"
"D1167-PD01","D1167","PIVOT DOOR-OPEN OUT-90mm STILES","Shopfront-Stable+Slatted+Pivot","1300","2090","R8,950.70","CHARCOAL","R932.36","R1,305.31","FALSE"
"D1194-Kitchen D","D1194","60MM Stable Door - Open Out .. Install Cat Flap On Site","Shopfront-Stable+Slatted+Pivot","900","2085","R8,305.28","WHITE","R865.13","R1,211.19","FALSE"
"D1211-D01 OPT 1","D1211","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F    COLONIAL BARS DETAIL  3 X 3 +Frame]","Shopfront-Stable+Slatted+Pivot","890","2090","R9,194.16","WHITE","R897.87","R1,257.01","FALSE"
"D1219-STABLE DOOR","D1219","SINGLE STABLE DOOR -OPEN IN-60mm STILES[SLATS for S/F   +Frame][Cas30.5]","Shopfront-Stable+Slatted+Pivot","900","2100","R9,111.99","SILVER","R949.17","R1,328.83","FALSE"
"D1237-D01","D1237","PIVOT DOOR-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","1200","2090","R16,597.19","CHARCOAL","R1,728.87","R2,420.42","FALSE"
"D1253-D 01","D1253","60MM Single Door - Open In .. QS2508 Handle ,Brush Strip .. Unequal Leg Insert Onto Slats With White Trans Glass","Shopfront-Stable+Slatted+Pivot","865","2100","R12,170.36","WHITE","R789.20","R1,104.88","FALSE"
"D1291-KITCHEN DOOR","D1291","60MM Stable Door - Open Out - Cut Hole In Centre Of Slats ( 210mm x 210 mm )","Shopfront-Stable+Slatted+Pivot","870","2090","R11,773.58","BRONZE","R1,314.02","R1,839.62","FALSE"
"D1453-D 01","D1453","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES","Shopfront-Stable+Slatted+Pivot","900","2100","R8,267.32","BRONZE","R809.10","R1,132.73","FALSE"
"D1484-DW 01","D1484","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES - Colonial Bar Split in top 1 x 3","Shopfront-Stable+Slatted+Pivot","1470","2100","R11,195.25","WHITE","R1,031.60","R1,444.24","FALSE"
"D1484-DW 01 Opt 2","D1484","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES - Colonial Bar Split in top 1 x 3","Shopfront-Stable+Slatted+Pivot","1470","2100","R11,195.25","SPECIAL C3|TIMBER FRAMES","R1,344.50","R1,882.30","FALSE"
"D1491-D01A","D1491","60MM Stable Door - Open Out .. Parliament Hinges","Shopfront-Stable+Slatted+Pivot","915","2100","R11,294.54","CHARCOAL","R1,176.52","R1,647.12","FALSE"
"D1491-D01B","D1491","60MM Stable Door - Open In","Shopfront-Stable+Slatted+Pivot","915","2090","R9,753.79","CHARCOAL","R1,088.59","R1,524.03","FALSE"
"D1492-D01","D1492","60MM Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","920","2090","R10,439.25","CHARCOAL","R1,087.42","R1,522.39","FALSE"
"D1535-D 01","D1535","60mm Stable Door - Open Out","Shopfront-Stable+Slatted+Pivot","805","2075","R8,921.70","BRONZE","R770.75","R1,079.05","FALSE"
"D1545-D 02","D1545","PIVOT DOOR-OPEN OUT-90mm STILES,T-Mitred Handle, QS2701","Shopfront-Stable+Slatted+Pivot","1285","2400","R13,498.55","SILVER","R1,318.22","R1,845.51","FALSE"
"D1564-ESD921SB","D1564","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","890","2090","R8,493.90","CHARCOAL","R804.35","R1,126.09","FALSE"
"D1566-Kitchen D","D1566","SINGLE STABLE DOOR -BOTTOM SLATS-OPEN OUT-60mm STILES[SLATS for S/F   +Frame]","Shopfront-Stable+Slatted+Pivot","875","2090","R8,208.07","BRONZE","R792.81","R1,109.93","FALSE"
